,EmployeeID,EmployeeName,Education,EducationField,Department,JobRole,SelfRating,self_rating_category,ManagerRating,manager_rating_category,Salary,MaritalStatus,Ethnicity,Gender,Age,YearsAtCompany,TrainingOpportunitiesTaken,education_sorter
270,C1C6-F683,Ignacius Kelberman,Master's Degree,Information Systems,Technology,Software Engineer,3.857142857142857,Above Average,3.2857142857142856,Average,92613,Divorced,Mixed or multiple ethnic groups,Male,45,9,2,2
271,8663-3E02,Kleon Monnery,Master's Degree,Information Systems,Technology,Analytics Manager,3.7142857142857144,Above Average,3.0,Average,276322,Divorced,Mixed or multiple ethnic groups,Male,37,9,2,2
272,FBC2-C5FA,Hillel Quenby,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.142857142857143,Above Average,3.5714285714285716,Above Average,74172,Married,Mixed or multiple ethnic groups,Male,44,9,0,3
273,B52E-BF41,Salomi Finlry,Master's Degree,Computer Science,Technology,Data Scientist,4.714285714285714,Excellent,3.857142857142857,Above Average,36280,Married,Black or African American,Female,30,9,0,2
274,D6A7-EF72,Kalie Swancott,Master's Degree,Technical Degree,Human Resources,Recruiter,3.7142857142857144,Above Average,3.2857142857142856,Average,70703,Single,White,Female,40,9,2,2
275,12F7-BCBB,Clea MacCartan,No Formal Qualifications,Technical Degree,Sales,Sales Representative,4.0,Above Average,3.4,Average,37124,Single,White,Female,48,9,1,5
276,1359-BEE3,Fawn Pyke,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.2857142857142856,Average,3.0,Average,52581,Married,Native Hawaiian ,Female,41,9,0,3
277,1C24-233B,Mendy Beran,Master's Degree,Computer Science,Technology,Machine Learning Engineer,4.142857142857143,Above Average,3.5714285714285716,Above Average,145328,Married,Mixed or multiple ethnic groups,Non-Binary,40,9,1,2
278,DE6C-86FC,Beitris McIlwraith,Master's Degree,Computer Science,Technology,Software Engineer,3.857142857142857,Above Average,3.4285714285714284,Average,130665,Married,White,Non-Binary,43,9,2,2
279,637B-DBAD,Lovell Larmor,High School,Computer Science,Technology,Software Engineer,4.142857142857143,Above Average,3.857142857142857,Above Average,81297,Divorced,White,Male,44,9,1,4
280,79F7-78EC,Alessandra Storrock,Master's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.5,Above Average,141998,Single,White,Non-Binary,27,5,0,2
281,E324-1C33,Sybyl Stevings,Master's Degree,Economics,Sales,Sales Executive,3.857142857142857,Above Average,3.2857142857142856,Average,114713,Divorced,Asian or Asian American,Female,38,9,1,2
282,81BE-17CD,Frederick Cheley,High School,Computer Science,Technology,Data Scientist,3.7142857142857144,Above Average,3.0,Average,35126,Single,White,Male,30,9,1,4
283,2C7D-F9F1,Jaye Coxhell,High School,Business Studies,Technology,Machine Learning Engineer,4.428571428571429,Above Average,4.142857142857143,Above Average,262409,Single,White,Male,30,9,1,4
284,0F83-39C1,Samantha Beames,High School,Information Systems,Technology,Software Engineer,3.7142857142857144,Above Average,3.2857142857142856,Average,55485,Single,Black or African American,Female,30,9,1,4
285,A91B-7DC5,Stephanie Harradence,Master's Degree,Computer Science,Technology,Machine Learning Engineer,4.142857142857143,Above Average,3.4285714285714284,Average,110069,Divorced,Black or African American,Female,42,9,1,2
286,825E-0B3A,Kris Barnes,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,4.0,Above Average,3.7142857142857144,Above Average,94791,Divorced,White,Male,30,9,2,3
287,D2BE-E6F6,Maud Guerrier,High School,Marketing,Sales,Sales Executive,3.7142857142857144,Above Average,3.142857142857143,Average,183189,Married,White,Female,31,8,2,4
288,C025-B8B6,Valentine Beddin,Bachelor's Degree,Marketing,Sales,Sales Executive,4.285714285714286,Above Average,3.5714285714285716,Above Average,126073,Married,White,Male,44,8,0,3
289,F4D2-F6F2,Vi Khadir,Bachelor's Degree,Computer Science,Technology,Engineering Manager,4.0,Above Average,3.5714285714285716,Above Average,287710,Married,Asian or Asian American,Female,47,8,0,3
290,F72D-261D,Giustino Boyan,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.2,Above Average,3.5,Above Average,76133,Single,Mixed or multiple ethnic groups,Male,28,1,1,3
291,A807-DE5D,Bobbye Alexandrescu,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.7142857142857144,Above Average,3.142857142857143,Average,61915,Divorced,White,Non-Binary,47,8,2,3
292,CBB3-0D7E,Archaimbaud Hawkshaw,No Formal Qualifications,Technical Degree,Sales,Sales Representative,3.6,Above Average,2.9,Average,40638,Single,White,Male,26,2,1,5
293,2551-DD9B,Quintana Di Franceshci,Master's Degree,Computer Science,Technology,Senior Software Engineer,4.0,Above Average,3.5714285714285716,Above Average,181244,Single,Black or African American,Female,33,8,0,2
294,D39D-4015,Joan Camings,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.857142857142857,Above Average,3.857142857142857,Above Average,46388,Divorced,White,Female,30,8,3,3
295,0697-ADC3,Robert Muffitt,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.7142857142857144,Above Average,3.142857142857143,Average,45942,Divorced,White,Male,38,8,2,3
296,6112-8476,Kore Munn,No Formal Qualifications,Computer Science,Technology,Software Engineer,4.142857142857143,Above Average,3.5714285714285716,Above Average,49882,Married,Other ,Female,43,8,1,5
297,7378-5351,Alika Karlik,No Formal Qualifications,Business Studies,Technology,Engineering Manager,3.857142857142857,Above Average,3.2857142857142856,Average,243863,Divorced,Black or African American,Female,35,8,3,5
298,D69C-8F84,Sada Torrent,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.666666666666667,Excellent,4.333333333333333,Above Average,59899,Divorced,Mixed or multiple ethnic groups,Female,40,8,3,3
299,CACA-0D62,Zarla Farrans,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.166666666666667,Above Average,3.8333333333333335,Above Average,121881,Married,Mixed or multiple ethnic groups,Female,32,8,1,3
300,F93E-BDEF,Rodolfo Askem,Master's Degree,Information Systems,Technology,Machine Learning Engineer,4.0,Above Average,3.5,Above Average,130848,Single,Black or African American,Male,43,8,0,2
301,0145-DBFC,Keelia Studde,Master's Degree,Information Systems,Technology,Data Scientist,4.0,Above Average,3.1666666666666665,Average,104268,Single,Asian or Asian American,Female,34,8,0,2
302,CD59-7F94,Mathe Burrows,Master's Degree,Economics,Sales,Sales Executive,3.5,Above Average,2.8333333333333335,Average,341039,Single,Asian or Asian American,Non-Binary,30,8,0,2
303,7B47-C915,Grayce Caesar,Master's Degree,Marketing,Sales,Sales Executive,3.6666666666666665,Above Average,3.3333333333333335,Average,195502,Single,Mixed or multiple ethnic groups,Female,36,8,2,2
304,15B3-F392,Anthiathia Streeting,Bachelor's Degree,Economics,Sales,Sales Representative,3.5,Above Average,3.1666666666666665,Average,65612,Single,Asian or Asian American,Female,39,8,0,3
305,9D01-8A02,Garrett Forrester,No Formal Qualifications,Information Systems,Technology,Software Engineer,4.0,Above Average,4.0,Above Average,70682,Single,White,Male,31,8,0,5
306,2F98-E645,Monah Fivey,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.4,Average,105554,Married,Black or African American,Female,29,5,0,3
307,A31A-A90C,Aleksandr Casetti,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.666666666666667,Excellent,3.8333333333333335,Above Average,46773,Divorced,Black or African American,Male,36,8,1,3
308,80BE-E2B5,Jill Hellewell,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,4.333333333333333,Above Average,4.166666666666667,Above Average,110744,Single,Mixed or multiple ethnic groups,Female,29,8,1,3
309,F98B-61B3,Candis Defew,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.6666666666666665,Above Average,72118,Single,Asian or Asian American,Female,36,8,2,3
310,6A0D-9C4D,Sarge Dikels,High School,Information Systems,Technology,Machine Learning Engineer,4.333333333333333,Above Average,4.0,Above Average,265922,Married,White,Male,34,8,3,4
311,4D7E-BDA4,Asher Esson,Bachelor's Degree,Marketing,Sales,Sales Representative,3.8333333333333335,Above Average,3.6666666666666665,Above Average,46740,Single,Asian or Asian American,Male,34,8,1,3
312,6E64-8D30,Libbey McCreary,Bachelor's Degree,Marketing,Sales,Sales Executive,3.8333333333333335,Above Average,3.3333333333333335,Average,108213,Married,Mixed or multiple ethnic groups,Female,32,8,0,3
313,B341-8D6A,Clotilda Lacrouts,No Formal Qualifications,Business Studies,Technology,Software Engineer,3.8333333333333335,Above Average,3.6666666666666665,Above Average,48125,Divorced,Asian or Asian American,Female,40,8,1,5
314,1180-BEC9,Edgardo McGeouch,Bachelor's Degree,Computer Science,Technology,Software Engineer,3.9,Above Average,3.5,Above Average,50946,Married,White,Male,43,8,0,3
315,5293-AC5C,Sydney Metham,Bachelor's Degree,Economics,Sales,Sales Executive,3.5,Above Average,2.8333333333333335,Average,101906,Single,Asian or Asian American,Male,44,8,2,3
316,D49C-096C,George Keddie,High School,Economics,Sales,Sales Executive,4.4,Above Average,3.7,Above Average,55537,Single,Native Hawaiian ,Non-Binary,26,4,1,4
317,4565-62DE,Travis Janota,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.3333333333333335,Average,155506,Single,Mixed or multiple ethnic groups,Male,37,8,1,3
318,CCAB-4B80,Monty Demead,Bachelor's Degree,Information Systems,Technology,Analytics Manager,4.0,Above Average,3.1666666666666665,Average,304520,Divorced,White,Male,44,8,1,3
319,58FA-C451,Wayne Beekmann,No Formal Qualifications,Information Systems,Technology,Software Engineer,3.1666666666666665,Average,2.6666666666666665,Average,42008,Married,Mixed or multiple ethnic groups,Non-Binary,48,8,2,5
320,D921-AC35,Jeniece Mac,Master's Degree,Business Studies,Technology,Senior Software Engineer,4.333333333333333,Above Average,3.6666666666666665,Above Average,104720,Single,White,Female,45,8,0,2
321,B4E1-4A3E,Beckie Tawn,High School,Computer Science,Technology,Data Scientist,4.2,Above Average,3.6,Above Average,115895,Married,White,Female,28,4,0,4
322,541F-3E19,Dot Aherne,No Formal Qualifications,Information Systems,Technology,Data Scientist,3.6,Above Average,3.0,Average,49374,Single,White,Female,27,1,0,5
323,6FE3-2270,Danita Paal,Bachelor's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,3.6666666666666665,Above Average,115982,Married,White,Non-Binary,31,8,0,3
324,29F6-C6CA,Micky Beville,High School,Economics,Sales,Sales Representative,3.8333333333333335,Above Average,3.5,Above Average,46112,Married,Black or African American,Female,35,8,1,4
325,9900-1159,Kristien Vedikhov,PhD,Marketing,Sales,Sales Executive,4.166666666666667,Above Average,3.6666666666666665,Above Average,215327,Married,Black or African American,Female,28,8,2,1
326,D926-DED9,Sancho Rawlingson,High School,Computer Science,Technology,Analytics Manager,4.333333333333333,Above Average,3.8333333333333335,Above Average,409998,Divorced,White,Male,40,8,3,4
327,4A39-E8E6,Hernando Larkings,Bachelor's Degree,Information Systems,Technology,Engineering Manager,3.5,Above Average,3.1666666666666665,Average,311475,Married,White,Male,35,8,1,3
328,B0C3-E578,Shela Toseland,No Formal Qualifications,Computer Science,Technology,Machine Learning Engineer,3.8333333333333335,Above Average,3.1666666666666665,Average,97595,Divorced,Black or African American,Female,32,8,0,5
329,F9E1-87E9,Briana Bubeer,High School,Economics,Sales,Sales Executive,3.8333333333333335,Above Average,3.1666666666666665,Average,193190,Single,Mixed or multiple ethnic groups,Female,33,8,1,4
330,AF77-0F6B,Germana Ludlom,Master's Degree,Computer Science,Technology,Software Engineer,4.166666666666667,Above Average,3.5,Above Average,57327,Divorced,Mixed or multiple ethnic groups,Female,36,8,0,2
331,C6A8-4E8A,Clayton Hinemoor,High School,Computer Science,Technology,Machine Learning Engineer,4.333333333333333,Above Average,4.0,Above Average,119083,Married,White,Male,29,8,1,4
332,2250-86C5,Desmond O'Fallone,No Formal Qualifications,Marketing,Sales,Sales Executive,3.5,Above Average,3.0,Average,119592,Divorced,American Indian or Alaska Native,Prefer Not To Say,41,8,1,5
333,9DB1-8C59,Thebault Bitterton,Bachelor's Degree,Business Studies,Technology,Software Engineer,3.8333333333333335,Above Average,3.5,Above Average,48994,Married,Mixed or multiple ethnic groups,Male,44,8,1,3
334,45D7-5C8A,Artemus Boyet,Bachelor's Degree,Technical Degree,Sales,Sales Representative,4.0,Above Average,3.6,Above Average,20650,Married,Black or African American,Male,26,2,1,3
335,DF71-97FB,Carlyle Tinghill,Master's Degree,Computer Science,Technology,Data Scientist,3.6666666666666665,Above Average,3.3333333333333335,Average,62756,Married,White,Male,29,8,0,2
336,C5C2-985F,Gaspar O' Concannon,Bachelor's Degree,Other,Sales,Sales Representative,4.0,Above Average,3.6,Above Average,46465,Single,American Indian or Alaska Native,Male,29,4,1,3
337,10E9-4C86,Ignacius Dockrill,High School,Computer Science,Technology,Data Scientist,4.0,Above Average,3.3333333333333335,Average,44057,Married,White,Non-Binary,34,8,1,4
338,4F64-A0E2,Baird Trays,Bachelor's Degree,Economics,Sales,Sales Executive,3.8333333333333335,Above Average,3.1666666666666665,Average,288450,Divorced,Native Hawaiian ,Non-Binary,48,8,0,3
339,5544-4583,Jennee Proske,Bachelor's Degree,Technical Degree,Sales,Sales Executive,3.6666666666666665,Above Average,3.1666666666666665,Average,142853,Married,Asian or Asian American,Female,41,8,1,3
340,D970-9F5E,Lilla Ledamun,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.9,Above Average,3.4,Average,46813,Married,Asian or Asian American,Female,29,6,0,3
341,DF5F-5ED9,Marilee Moreton,No Formal Qualifications,Computer Science,Technology,Analytics Manager,3.6666666666666665,Above Average,3.5,Above Average,281175,Married,Other ,Female,46,8,1,5
342,2407-5A4E,Butch Quinby,No Formal Qualifications,Business Studies,Technology,Data Scientist,3.6666666666666665,Above Average,3.3333333333333335,Average,38849,Married,Black or African American,Male,40,8,1,5
343,B340-5AD2,Denys Agastina,Bachelor's Degree,Marketing,Sales,Sales Executive,4.5,Excellent,4.166666666666667,Above Average,61117,Married,Native Hawaiian ,Non-Binary,37,8,0,3
344,D106-E487,Dori Bevens,Master's Degree,Technical Degree,Sales,Sales Executive,3.8333333333333335,Above Average,3.3333333333333335,Average,204005,Married,White,Female,40,8,1,2
345,19C3-DAE4,Cristiano Brugger,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.0,Above Average,3.8333333333333335,Above Average,53336,Married,Black or African American,Male,30,8,2,3
346,9CE9-B0D5,Hilary McPhee,No Formal Qualifications,Information Systems,Technology,Data Scientist,3.6666666666666665,Above Average,3.0,Average,60754,Married,White,Male,33,8,1,5
347,CA75-94D1,Avery Larimer,High School,Computer Science,Technology,Data Scientist,4.0,Above Average,3.5,Above Average,45989,Married,Black or African American,Male,41,8,1,4
348,5416-F925,John Tempest,No Formal Qualifications,Computer Science,Technology,Data Scientist,4.166666666666667,Above Average,3.8333333333333335,Above Average,76331,Married,White,Male,43,8,2,5
349,2D85-ABDD,Myrtie Tythe,Bachelor's Degree,Economics,Sales,Sales Executive,4.166666666666667,Above Average,4.0,Above Average,65094,Married,White,Female,33,8,1,3
350,8FD9-AA59,Faina Bewshaw,Master's Degree,Marketing,Sales,Sales Executive,4.1,Above Average,3.5,Above Average,71349,Divorced,Mixed or multiple ethnic groups,Non-Binary,26,7,1,2
351,D871-1F74,Beitris Davers,PhD,Computer Science,Technology,Data Scientist,4.0,Above Average,3.8333333333333335,Above Average,60759,Single,White,Female,32,8,2,1
352,7816-BF57,Noak Pointing,Master's Degree,Marketing,Sales,Sales Executive,3.8333333333333335,Above Average,3.3333333333333335,Average,92483,Divorced,White,Male,37,8,0,2
353,CED0-8D31,Dulci Berthot,Bachelor's Degree,Computer Science,Technology,Analytics Manager,3.8333333333333335,Above Average,3.5,Above Average,454993,Single,Black or African American,Female,36,8,0,3
354,CC7A-EE97,Ryan Gaffey,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,4.0,Above Average,3.3333333333333335,Average,168087,Married,White,Male,31,8,2,3
355,B2D6-A355,Dennis Whopples,Master's Degree,Other,Technology,Analytics Manager,3.8333333333333335,Above Average,3.3333333333333335,Average,361616,Married,Mixed or multiple ethnic groups,Male,38,8,0,2
356,CC8A-0B1F,Letta Van der Kruys,High School,Business Studies,Technology,Data Scientist,4.3,Above Average,3.8,Above Average,65328,Married,Mixed or multiple ethnic groups,Female,28,5,0,4
357,30CB-BCD0,Saraann Justice,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.8333333333333335,Above Average,3.3333333333333335,Average,90187,Married,Black or African American,Female,38,8,3,3
358,3642-EEAE,Eleanore Gundrey,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.333333333333333,Above Average,3.6666666666666665,Above Average,56053,Married,White,Female,48,8,0,3
359,205B-4D34,Cris Jeram,No Formal Qualifications,Human Resources,Human Resources,HR Executive,3.8333333333333335,Above Average,3.1666666666666665,Average,79990,Single,Mixed or multiple ethnic groups,Male,41,8,1,5
360,8BCA-723F,Normy De la Harpe,Master's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.3333333333333335,Average,43487,Divorced,White,Male,46,8,2,2
361,ED5D-E9D8,Leigh Parker,No Formal Qualifications,Economics,Sales,Sales Representative,4.5,Excellent,3.6666666666666665,Above Average,52528,Married,Mixed or multiple ethnic groups,Female,28,8,0,5
362,5988-3855,Marthe Mattisson,No Formal Qualifications,Information Systems,Technology,Software Engineer,4.166666666666667,Above Average,3.8333333333333335,Above Average,98693,Single,Black or African American,Female,43,8,1,5
363,5A65-768A,Felicity Hayler,Master's Degree,Economics,Sales,Sales Executive,4.0,Above Average,3.3333333333333335,Average,86038,Married,White,Female,43,8,3,2
364,95D8-5DC7,Udall Dowson,PhD,Computer Science,Technology,Engineering Manager,4.5,Excellent,4.0,Above Average,241907,Divorced,Black or African American,Male,48,8,0,1
365,B97B-73D7,Chelsie Isakovitch,Bachelor's Degree,Marketing,Sales,Sales Executive,4.1,Above Average,3.6,Above Average,177402,Single,American Indian or Alaska Native,Female,29,6,2,3
366,C22D-CE5F,Dorry Tiddy,Bachelor's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.6666666666666665,Above Average,189256,Single,Mixed or multiple ethnic groups,Female,42,8,3,3
367,9C24-CD7A,Yoshiko Abrahart,High School,Other,Technology,Analytics Manager,4.333333333333333,Above Average,3.8333333333333335,Above Average,349793,Single,White,Female,45,8,0,4
368,9658-7750,Ray Holbie,Master's Degree,Information Systems,Technology,Data Scientist,3.8333333333333335,Above Average,3.0,Average,49550,Married,American Indian or Alaska Native,Female,37,8,3,2
369,D7F8-1775,Benyamin Jane,Bachelor's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,4.0,Above Average,121303,Single,White,Male,36,8,0,3
370,A696-1216,Cynthy Gainsford,Bachelor's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,3.6666666666666665,Above Average,192475,Divorced,Mixed or multiple ethnic groups,Female,36,8,3,3
371,5C7B-86C0,Jeanie Geater,Master's Degree,Business Studies,Technology,Senior Software Engineer,4.166666666666667,Above Average,3.6666666666666665,Above Average,186169,Married,White,Female,32,8,0,2
372,7DD6-128C,Auguste Windsor,Master's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,4.166666666666667,Above Average,114246,Divorced,Black or African American,Female,32,8,2,2
373,8D34-EBDF,Giles Bilham,Master's Degree,Technical Degree,Human Resources,Recruiter,3.7,Above Average,3.0,Average,46703,Married,Native Hawaiian ,Male,29,0,3,2
374,17AD-99F5,Ursa O'Deegan,Bachelor's Degree,Computer Science,Technology,Software Engineer,3.9,Above Average,3.4,Average,26296,Single,Mixed or multiple ethnic groups,Female,26,5,2,3
375,F60C-4888,Erin Pickavance,Master's Degree,Information Systems,Technology,Data Scientist,4.166666666666667,Above Average,3.8333333333333335,Above Average,51050,Single,Asian or Asian American,Female,36,8,2,2
376,B5C6-F8D5,Rafaelita Lere,High School,Business Studies,Technology,Analytics Manager,3.5,Above Average,3.1666666666666665,Average,295688,Married,White,Prefer Not To Say,40,8,0,4
377,B6EC-313E,Corbin Gooddy,Bachelor's Degree,Human Resources,Human Resources,Recruiter,4.2,Above Average,3.5,Above Average,30502,Divorced,Mixed or multiple ethnic groups,Male,26,0,1,3
378,2A20-28CD,Dody Stiggles,Master's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.5,Above Average,58828,Single,White,Female,38,8,0,2
379,5A04-0EB4,Debbie Martinho,Bachelor's Degree,Marketing,Sales,Sales Representative,3.8,Above Average,3.3,Average,24583,Single,Mixed or multiple ethnic groups,Female,27,7,1,3
380,EEFC-DEC7,Ezri Cours,Master's Degree,Other,Technology,Data Scientist,3.9,Above Average,3.4,Average,85523,Divorced,Black or African American,Male,44,8,1,2
381,5160-53BD,Conrado Tomaini,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.1,Above Average,3.6,Above Average,41307,Single,Black or African American,Non-Binary,29,0,2,3
382,6C86-3DC0,Benton Irdale,High School,Computer Science,Technology,Senior Software Engineer,3.6666666666666665,Above Average,2.8333333333333335,Average,149482,Divorced,Black or African American,Male,31,8,2,4
383,0240-4D29,Kaylil Blenkiron,Master's Degree,Computer Science,Technology,Software Engineer,4.166666666666667,Above Average,3.8333333333333335,Above Average,77269,Single,Asian or Asian American,Non-Binary,35,8,1,2
384,15D4-53C2,Bella Stearn,Bachelor's Degree,Economics,Sales,Sales Executive,3.6666666666666665,Above Average,3.1666666666666665,Average,90726,Married,Mixed or multiple ethnic groups,Prefer Not To Say,33,8,1,3
385,17AE-E715,Norbie Mosdill,No Formal Qualifications,Computer Science,Technology,Analytics Manager,4.166666666666667,Above Average,4.0,Above Average,547204,Divorced,White,Male,31,8,3,5
386,3B90-B998,Giffy Rofe,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.5,Above Average,3.1666666666666665,Average,43998,Divorced,White,Male,33,8,2,3
387,DCD4-C785,Ilysa Cattroll,Master's Degree,Marketing,Sales,Sales Representative,3.6666666666666665,Above Average,3.1666666666666665,Average,38382,Single,Mixed or multiple ethnic groups,Female,30,8,2,2
388,6661-FA04,Clive Sherwen,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.0,Above Average,3.6666666666666665,Above Average,49447,Married,Mixed or multiple ethnic groups,Male,44,8,0,3
389,B975-943A,Winthrop McCahill,Bachelor's Degree,Information Systems,Technology,Software Engineer,4.166666666666667,Above Average,3.5,Above Average,46285,Divorced,White,Male,40,8,0,3
390,C95C-CE06,Stillman Castiello,Bachelor's Degree,Marketing,Sales,Sales Representative,4.0,Above Average,3.6666666666666665,Above Average,75667,Married,Mixed or multiple ethnic groups,Male,44,8,1,3
391,7589-66E3,Rickey Colafate,Bachelor's Degree,Marketing,Sales,Sales Executive,3.5,Above Average,3.1666666666666665,Average,232155,Married,White,Male,47,8,2,3
392,2ED2-2CEC,Kendricks Durtnell,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,4.166666666666667,Above Average,3.6666666666666665,Above Average,102708,Single,Black or African American,Male,44,8,0,3
393,B61E-0F26,Care Heintze,Bachelor's Degree,Business Studies,Technology,Software Engineer,4.2,Above Average,3.6,Above Average,58993,Married,White,Male,28,7,3,3
394,DEB9-1BBF,Edna Petrello,Master's Degree,Computer Science,Technology,Software Engineer,3.8333333333333335,Above Average,3.5,Above Average,155259,Single,Asian or Asian American,Female,30,8,2,2
395,B312-7192,Carolynn Gilby,High School,Marketing,Sales,Sales Executive,3.8333333333333335,Above Average,3.1666666666666665,Average,89351,Single,White,Female,39,8,0,4
396,5C48-9106,Darwin Capelle,Master's Degree,Computer Science,Technology,Data Scientist,4.333333333333333,Above Average,4.0,Above Average,53929,Married,Black or African American,Male,37,8,2,2
397,DF63-0D3C,Roda Costin,High School,Information Systems,Technology,Analytics Manager,4.166666666666667,Above Average,3.6666666666666665,Above Average,546549,Married,White,Female,28,8,0,4
398,F9C6-39E2,Cassandra Udden,Bachelor's Degree,Marketing,Sales,Sales Representative,3.5,Above Average,3.1666666666666665,Average,55880,Single,Black or African American,Female,48,8,3,3
399,D4D5-27FB,Bengt Keaves,No Formal Qualifications,Information Systems,Technology,Data Scientist,4.5,Excellent,4.1,Above Average,86428,Divorced,White,Male,29,6,1,5
400,76ED-1CF5,Spenser Pyzer,Master's Degree,Information Systems,Technology,Software Engineer,3.6666666666666665,Above Average,3.0,Average,105126,Single,White,Male,47,8,0,2
401,380F-A08A,Evvy Labbez,Bachelor's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,3.8333333333333335,Above Average,142488,Married,White,Female,32,8,1,3
402,5E9A-FE30,Lindy Carratt,Master's Degree,Computer Science,Technology,Data Scientist,3.8333333333333335,Above Average,3.1666666666666665,Average,88609,Married,White,Female,30,8,0,2
403,FBED-F86B,Karylin Aphale,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.5,Above Average,2.8333333333333335,Average,72057,Single,Mixed or multiple ethnic groups,Female,29,8,0,3
404,B063-A2B5,Forester Bentjens,No Formal Qualifications,Marketing,Sales,Sales Executive,3.8333333333333335,Above Average,3.6666666666666665,Above Average,81654,Married,Mixed or multiple ethnic groups,Male,41,8,1,5
405,D676-4ECC,Florenza Nesbit,Bachelor's Degree,Information Systems,Technology,Software Engineer,4.166666666666667,Above Average,4.0,Above Average,57296,Single,White,Female,44,8,0,3
406,D4D7-3C3F,Annaliese Hedingham,High School,Information Systems,Technology,Machine Learning Engineer,3.6666666666666665,Above Average,3.0,Average,117918,Divorced,Mixed or multiple ethnic groups,Female,28,8,0,4
407,DF7E-3233,Basil Gother,Bachelor's Degree,Marketing,Sales,Sales Representative,4.0,Above Average,4.0,Above Average,44646,Married,Black or African American,Male,47,8,0,3
408,13E5-8466,Cody Tipple,Master's Degree,Marketing,Sales,Manager,3.8333333333333335,Above Average,3.5,Above Average,410970,Single,White,Female,47,8,0,2
409,41DC-E8B5,Ware Casbon,Bachelor's Degree,Other,Sales,Sales Executive,4.0,Above Average,3.5,Above Average,106840,Single,White,Male,47,8,2,3
410,A7BB-F5A7,Anna-diana Horbart,Master's Degree,Economics,Sales,Manager,3.8333333333333335,Above Average,3.5,Above Average,476151,Single,White,Female,37,8,2,2
411,1B7F-73A9,Jacques Verne,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.0,Above Average,3.3333333333333335,Average,42721,Married,Asian or Asian American,Male,34,8,1,3
412,13FA-3559,Fionna Wilkison,Bachelor's Degree,Marketing,Sales,Sales Executive,4.666666666666667,Excellent,4.166666666666667,Above Average,240248,Divorced,Black or African American,Female,38,8,2,3
413,A2D0-E2D2,Eryn Crockley,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.8,Above Average,3.1,Average,22089,Married,White,Female,26,1,1,3
414,58F5-C8FC,Julina Coatsworth,Bachelor's Degree,Marketing,Sales,Sales Executive,3.8333333333333335,Above Average,3.3333333333333335,Average,230381,Married,White,Female,37,8,2,3
415,9A87-71F6,Kathye Malia,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.5,Excellent,3.8333333333333335,Above Average,95808,Married,Mixed or multiple ethnic groups,Non-Binary,40,8,1,3
416,FAC0-942B,Darbee Larmor,Master's Degree,Computer Science,Technology,Software Engineer,4.0,Above Average,3.5,Above Average,48377,Married,Black or African American,Male,32,8,2,2
417,E899-A860,Freedman Meehan,Bachelor's Degree,Marketing,Sales,Sales Executive,3.5,Above Average,3.0,Average,110076,Single,Black or African American,Male,31,8,0,3
418,BAF9-933D,Pauly Gero,Bachelor's Degree,Human Resources,Human Resources,HR Executive,4.0,Above Average,3.8333333333333335,Above Average,131047,Married,White,Male,41,8,1,3
419,C900-9EF9,Josiah Sloam,No Formal Qualifications,Marketing,Sales,Sales Executive,3.6666666666666665,Above Average,3.3333333333333335,Average,127014,Married,White,Non-Binary,30,8,0,5
